TranDate,Account,Dept,SumofAmount,CustomerSegment,Channel,Product,ProductCategory
02/06/2018,65740,110,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,65750,110,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,65760,110,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,66010,130,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,66020,130,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,66030,130,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,66040,130,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,66050,130,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,66070,130,0.00,Non-Loyalty,Online,Bedroom Furniture,Furniture
02/06/2018,66080,130,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66090,130,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66100,130,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66110,130,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66120,130,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66130,130,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66510,140,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66520,140,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66530,140,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,66550,140,0.00,Non-Loyalty,Online,Home Fragrances,Decor
02/06/2018,68050,170,0.00,Non-Loyalty,Online,Home Fragrances,Decor
03/06/2018,61510,150,0.00,Non-Loyalty,Online,Home Fragrances,Decor
03/06/2018,61520,150,0.00,Non-Loyalty,Online,Home Fragrances,Decor
03/06/2018,61530,150,0.00,Non-Loyalty,Online,Home Fragrances,Decor
03/06/2018,61540,150,0.00,Non-Loyalty,Online,Home Fragrances,Decor
03/06/2018,61550,150,0.00,Non-Loyalty,Online,Bean Bags,Pillows & Cushions
03/06/2018,61560,150,0.00,Non-Loyalty,Online,Bean Bags,Pillows & Cushions
03/06/2018,61570,150,0.00,Non-Loyalty,Online,Bean Bags,Pillows & Cushions
03/06/2018,62010,150,0.00,Non-Loyalty,Online,Bean Bags,Pillows & Cushions
03/06/2018,62020,150,0.00,Non-Loyalty,Online,Bean Bags,Pillows & Cushions
03/06/2018,62030,150,0.00,Non-Loyalty,Online,Bean Bags,Pillows & Cushions
03/06/2018,62099,150,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,62510,120,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,62520,120,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,62530,120,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,62550,120,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,62560,120,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,63050,150,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,63060,150,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,64000,150,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,64010,150,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,64020,150,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,65520,110,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,65540,110,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,65550,110,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,65570,110,0.00,Non-Loyalty,Online,Clocks,Decor
03/06/2018,65590,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65600,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65610,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65620,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65650,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65660,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65690,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65700,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65710,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65730,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65740,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65750,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,65760,110,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,66010,130,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,66020,130,0.00,Non-Loyalty,Online,Pillows,Pillows & Cushions
03/06/2018,66030,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66040,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66050,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66070,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66080,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66090,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66100,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66110,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66120,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66130,130,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66510,140,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66520,140,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66530,140,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,66550,140,0.00,Non-Loyalty,Online,Collectibles,Decor
03/06/2018,68050,170,0.00,Non-Loyalty,Online,Collectibles,Decor
04/06/2018,61510,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,61520,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,61530,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,61540,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,61550,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,61560,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,61570,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62010,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62020,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62030,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62099,150,0.00,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62510,120,47.62,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62520,120,454.93,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62530,120,686.37,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62550,120,12.17,Non-Loyalty,Online,Cookware,Dining & Entertainment
04/06/2018,62560,120,95.15,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,63050,150,236.15,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,63060,150,263.51,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,64000,150,142.74,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,64010,150,343.31,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,64020,150,169.09,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65520,110,76.86,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65540,110,354.30,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65550,110,485.92,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65570,110,2.93,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65590,110,349.45,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65600,110,469.86,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65610,110,2.53,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65620,110,43.96,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65650,110,419.94,Non-Loyalty,Online,Dining Furniture,Furniture
04/06/2018,65660,110,633.57,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,65690,110,11.23,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,65700,110,87.83,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,65710,110,217.99,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,65730,110,243.24,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,65740,110,131.76,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,65750,110,316.90,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,65760,110,156.08,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,66010,130,70.94,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,66020,130,327.05,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,66030,130,448.54,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,66040,130,2.70,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,66050,130,322.57,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,66070,130,433.71,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,66080,130,2.34,Non-Loyalty,Online,Dinnerware,Dining & Entertainment
04/06/2018,66090,130,40.29,Non-Loyalty,Online,Festive,Decor
04/06/2018,66100,130,384.94,Non-Loyalty,Online,Festive,Decor
04/06/2018,66110,130,580.77,Non-Loyalty,Online,Festive,Decor
04/06/2018,66120,130,10.30,Non-Loyalty,Online,Festive,Decor
04/06/2018,66130,130,80.51,Non-Loyalty,Online,Festive,Decor
04/06/2018,66510,140,199.82,Non-Loyalty,Online,Festive,Decor
04/06/2018,66520,140,222.97,Non-Loyalty,Online,Floor Lamps,Lighting
04/06/2018,66530,140,120.78,Non-Loyalty,Online,Floor Lamps,Lighting
04/06/2018,66550,140,290.50,Non-Loyalty,Online,Floor Lamps,Lighting
04/06/2018,68050,170,143.07,Non-Loyalty,Online,Floral,Decor
05/06/2018,61510,150,65.03,Non-Loyalty,Online,Floral,Decor
05/06/2018,61520,150,299.79,Non-Loyalty,Online,Floral,Decor
05/06/2018,61530,150,411.16,Non-Loyalty,Online,Floral,Decor
05/06/2018,61540,150,2.48,Non-Loyalty,Online,Floral,Decor
05/06/2018,61550,150,295.69,Non-Loyalty,Online,Floral,Decor
05/06/2018,61560,150,397.57,Non-Loyalty,Online,Floral,Decor
05/06/2018,61570,150,2.15,Non-Loyalty,Online,Floral,Decor
05/06/2018,62010,150,43.96,Non-Loyalty,Online,Floral,Decor
05/06/2018,62020,150,419.94,Non-Loyalty,Online,Floral,Decor
05/06/2018,62030,150,633.57,Non-Loyalty,Online,Floral,Decor
05/06/2018,62099,150,11.23,Non-Loyalty,Online,Floral,Decor
05/06/2018,62510,120,87.83,Non-Loyalty,Online,Floral,Decor
05/06/2018,62520,120,217.99,Non-Loyalty,Online,Floral,Decor
05/06/2018,62530,120,243.24,Non-Loyalty,Online,Floral,Decor
05/06/2018,62550,120,131.76,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,62560,120,316.90,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,63050,150,156.08,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,63060,150,70.94,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,64000,150,327.05,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,64010,150,448.54,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,64020,150,2.70,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65520,110,322.57,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65540,110,433.71,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65550,110,2.34,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65570,110,1718.68,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65590,110,2807.00,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65600,110,150.64,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65610,110,102.18,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65620,110,253.82,Non-Loyalty,Online,Furniture Cushions,Pillows & Cushions
05/06/2018,65650,110,119.88,Non-Loyalty,Online,Blankets,Pillows & Cushions
05/06/2018,65660,110,47.01,Non-Loyalty,Online,Blankets,Pillows & Cushions
05/06/2018,65690,110,894.47,Non-Loyalty,Online,Blankets,Pillows & Cushions
05/06/2018,65700,110,182.73,Non-Loyalty,Online,Blankets,Pillows & Cushions
05/06/2018,65710,110,19.29,Non-Loyalty,Online,Blankets,Pillows & Cushions
05/06/2018,65730,110,41.59,Non-Loyalty,Online,Blankets,Pillows & Cushions
05/06/2018,65740,110,801.16,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,65750,110,116.08,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,65760,110,92.71,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66010,130,1794.01,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66020,130,18.18,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66030,130,21.08,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66040,130,1.15,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66050,130,228.19,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66070,130,54.95,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66080,130,524.92,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66090,130,791.96,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66100,130,14.04,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66110,130,109.79,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66120,130,272.48,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66130,130,304.05,Non-Loyalty,Online,Mirrors,Decor
05/06/2018,66510,140,164.70,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,66520,140,396.13,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,66530,140,195.10,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,66550,140,88.68,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,68050,170,408.81,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71010,120,560.67,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71020,120,3.38,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71030,120,403.21,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71050,120,542.14,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71060,120,2.93,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71070,120,76.92,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71075,120,734.89,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71080,120,1108.74,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71160,150,19.66,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71170,150,153.70,Non-Loyalty,Online,Ornaments,Decor
05/06/2018,71180,150,381.48,Non-Loyalty,Online,Outdoor Decor,Decor
05/06/2018,71190,150,425.67,Non-Loyalty,Online,Outdoor Decor,Decor
05/06/2018,71200,150,230.58,Non-Loyalty,Online,Outdoor Decor,Decor
05/06/2018,71240,150,554.58,Non-Loyalty,Online,Outdoor Decor,Decor
05/06/2018,71299,150,273.14,Non-Loyalty,Online,Outdoor Decor,Decor
05/06/2018,71310,150,124.15,Non-Loyalty,Online,Outdoor Decor,Decor
05/06/2018,71325,150,572.33,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,71550,150,784.94,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,71560,140,4.73,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72010,110,564.49,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72020,110,759.00,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72040,130,4.10,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72050,140,65.12,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72060,150,622.13,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72070,150,938.62,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72090,150,16.64,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72100,150,130.12,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72110,160,322.94,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72120,160,360.36,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72130,160,195.20,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72140,160,469.49,Non-Loyalty,Online,Outdoor Furniture,Furniture
05/06/2018,72150,165,231.23,Non-Loyalty,Online,Pendants,Lighting
05/06/2018,72160,170,105.10,Non-Loyalty,Online,Pendants,Lighting
05/06/2018,72999,150,484.52,Non-Loyalty,Online,Pendants,Lighting
05/06/2018,73010,110,664.50,Non-Loyalty,Online,Candles,Decor
05/06/2018,73010,130,4.00,Non-Loyalty,Online,Candles,Decor
05/06/2018,73010,140,477.88,Non-Loyalty,Online,Candles,Decor
05/06/2018,73010,150,642.54,Non-Loyalty,Online,Candles,Decor
05/06/2018,73010,160,3.47,Non-Loyalty,Online,Candles,Decor
05/06/2018,73010,165,52.91,Non-Loyalty,Online,Candles,Decor
05/06/2018,73010,170,505.48,Non-Loyalty,Online,Candles,Decor
05/06/2018,73020,110,762.63,Non-Loyalty,Online,Candles,Decor
05/06/2018,73020,130,13.52,Non-Loyalty,Online,Candles,Decor
05/06/2018,73020,140,105.72,Non-Loyalty,Online,Candles,Decor
05/06/2018,73020,150,262.39,Non-Loyalty,Online,Candles,Decor
05/06/2018,73020,160,292.79,Non-Loyalty,Online,Candles,Decor
05/06/2018,73020,165,158.60,Non-Loyalty,Online,Candles,Decor
05/06/2018,73020,170,381.46,Non-Loyalty,Online,Candles,Decor
05/06/2018,73030,110,187.88,Non-Loyalty,Online,Candles,Decor
05/06/2018,73030,150,85.40,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73030,160,393.67,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73030,165,539.91,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73030,170,3.25,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73040,110,388.27,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73040,150,522.06,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73040,160,2.82,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73040,165,48.84,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73050,110,466.60,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73050,130,703.96,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73050,140,12.48,Non-Loyalty,Online,Platters,Dining & Entertainment
05/06/2018,73050,150,97.59,Non-Loyalty,Online,Platters,Dining & Entertainment
